0.32	158	0.999984
0.235	134	1.00574
0.705	177	0.998555
0.52	19	0.999999
0.23	7	1.00236
0.405	22	0.997079
0.285	280	0.999204
0.33	19	0.875528
0.24	11	0.99822
0.245	82	0.995922
0.115	71	0.999955
0.375	79	1.2911
0.245	5	0.998808
0.37	93	0.998902
0.185	203	0.999976
0.275	9	0.999968
0.24	79	0.995426
0.25	206	0.787884
0.375	81	0.997183
0.325	108	0.998557
0.55	35	0.999741
0.24	21	0.950055
0.28	139	0.994677
0.315	27	0.849193
0.19	7	0.993017
0.635	17	0.967658
0.645	33	0.947755
0.365	32	0.993137
0.12	22	1
0.325	31	1.28738
0.555	49	0.616521
0.255	119	0.998167
0.45	79	0.701963
0.24	2	0.999988
0.315	94	0.999985
0.49	13	0.99985
0.275	20	0.997203
0.175	75	0.999998
0.245	64	1.00027
0.47	5	0.770526
0.195	45	0.999338
0.23	21	0.999987
0.37	28	1.27885
0.815	61	0.68091
0.1	65	0.999834
0.195	66	1.00022
0.135	39	0.999921
0.49	24	0.998148
0.91	42	0.977783
0.2	43	0.981334
0.3	108	1.08693
0.26	7	0.999225
0.7	26	0.793911
0.165	55	0.999795
0.24	61	0.900872
0.33	26	0.999325
0.2	91	0.996847
0.4	47	1.00222
0.165	141	0.999897
0.31	53	0.998796
0.535	53	0.616083
0.5	8	1.19835
0.46	64	0.988316
0.33	66	0.787872
0.625	94	0.641402
0.39	3	1.04045
0.395	74	1.00005
0.28	8	0.980334
0.12	13	1.00085
0.365	107	0.977703
0.655	175	0.999996
0.245	241	0.999922
0.22	85	0.999901
0.495	103	1.0058
0.45	45	0.999866
0.2	96	0.993619
0.255	73	0.999406
0.42	56	0.993064
0.33	233	1.21692
0.31	79	0.895058
0.22	28	0.989901
0.4	32	1
0.4	4	0.715542
0.2	78	0.999595
0.28	93	0.994269
0.33	37	0.999888
0.315	169	0.982156
0.295	31	0.936735
0.235	30	1
0.195	18	1.12355
0.235	3	0.774877
0.5	42	0.701456
0.33	161	1.00524
0.4	53	0.986882
0.245	20	0.991666
0.175	6	0.999948
0.39	10	0.99997
0.695	5	0.795654
0.26	225	1.16826
0.435	145	0.999706
0.295	1	0.999971
0.605	48	0.999972
0.79	78	0.99998
1.135	161	0.601488
0.22	12	0.996905
0.275	117	0.993009
0.245	1	0.999894
1.565	31	1.00002
0.45	168	1.08448
0.29	3	0.783772
0.29	27	1.10682
0.755	215	0.466341
0.215	70	1.02047
0.275	34	0.987874
0.14	100	0.999999
0.305	3	0.999139
0.18	3	1.00055
0.36	2	0.473559
0.23	37	1.02321
0.63	31	0.988563
0.29	35	0.996441
0.855	29	0.710517
0.225	15	1.0024
0.885	15	1.72175
0.725	18	0.998652
0.805	12	1.0221
0.25	55	0.998845
0.38	13	1.00014
0.44	21	0.997666
0.665	38	0.97892
0.44	210	0.970946
0.155	5	0.999586
0.195	115	0.999696
0.43	161	0.966199
0.445	72	0.972083
0.245	12	1.01039
0.15	31	0.999932
0.75	37	0.99216
0.855	1	0.827364
0.415	37	0.53694
0.47	80	0.296756
0.295	42	0.995089
0.26	48	0.999985
0.645	234	0.902898
0.145	49	0.999999
0.275	105	0.999908
0.52	52	1.00104
0.365	53	0.999689
0.23	82	1
0.13	32	0.999678
0.21	130	1.0002
0.64	80	0.999651
0.81	99	0.99427
0.73	2	1.00098
0.245	49	1
0.32	14	0.981088
0.295	93	0.983898
0.26	52	1.00011
0.46	31	0.993664
0.195	60	0.999988
0.53	17	0.703116
1.08	108	0.99807
0.16	37	1.00143
0.32	14	1.00245
0.875	94	1.02869
0.175	5	1
0.155	7	0.999924
0.33	142	0.970723
0.35	22	0.999999
0.235	148	0.999994
0.415	38	0.99248
0.165	5	1
0.66	30	0.999276
0.685	36	0.999891
0.235	4	0.999999
0.185	31	0.803012
0.32	139	1.00341
0.495	108	1.18333
0.385	20	0.999869
0.425	106	0.999763
0.455	31	0.979653
0.41	3	1.00428
0.265	51	0.998824
0.205	63	0.999998
0.82	183	1.01823
0.195	13	0.982619
0.125	217	0.999889
0.19	48	0.999911
0.485	7	0.986809
0.44	78	0.590049
0.125	93	1
0.32	8	0.787404
0.335	47	1.01346
0.13	9	1.00001
0.45	77	1.18369
0.23	37	1.00019
0.755	43	1.0236
0.425	15	1.01357
0.41	31	1.19179
0.305	38	0.999408
0.27	11	1.00616
0.775	54	0.530841
0.645	141	0.998185
0.405	79	0.993026
0.64	16	1.11298
0.2	4	1
0.27	55	0.999836
0.25	1	0.999926
0.315	29	0.808155
0.165	231	0.996782
0.595	16	1.00319
0.17	39	0.998503
0.505	24	1.78611
0.44	54	0.999102
0.465	14	0.989879
0.25	91	1.07191
0.405	74	1.39101
0.22	126	0.998056
1.055	49	0.99625
0.17	1	0.999972
0.585	79	0.817085
0.355	28	0.999604
1.235	129	0.899557
0.475	23	0.456262
0.255	8	0.993063
0.21	67	0.99791
0.385	63	0.75302
0.38	34	0.988998
0.29	49	1.05587
0.805	35	1.194
0.56	63	0.981402
0.645	19	0.770826
0.525	36	1.16642
0.125	27	0.999906
0.63	55	1.05546
0.555	171	0.904031
0.78	14	0.98884
0.37	207	0.999222
0.285	13	1
0.95	10	0.999959
0.54	94	1.02521
0.285	18	0.975375
0.425	28	0.999995
0.225	36	0.995796
0.47	6	1
0.445	60	0.998556
0.235	69	0.996729
0.565	22	0.966663
0.395	55	1.27392
0.545	78	0.999492
0.42	3	1
0.185	20	0.998299
0.36	107	1.00016
0.245	167	1.00057
0.53	37	0.998348
1.05	7	0.879258
0.365	156	0.989397
0.155	29	0.999438
0.27	2	0.999015
0.4	9	1.00041
0.565	82	1.24637
0.31	24	0.976074
0.245	74	1.00003
0.435	8	0.871734
0.235	64	1.00375
0.43	7	0.586296
0.19	15	0.994015
0.49	10	0.725885
0.21	33	0.999996
0.155	52	0.99984
0.87	15	0.999849
0.22	106	0.99773
0.345	43	1.03534
0.155	113	0.999957
0.24	14	0.992379
1.38	87	0.998987
0.14	42	0.999993
0.445	1	0.999487
0.27	40	1.00877
0.215	40	0.99193
0.325	80	1.36614
0.375	9	0.81624
0.245	27	0.996667
0.29	1	0.97474
0.355	40	1.00107
0.82	26	0.998855
0.4	144	0.742157
0.425	150	0.999945
0.21	2	0.999987
0.95	88	0.999991
0.19	60	0.999932
0.42	23	1.11783
0.625	7	0.190697
0.325	3	0.991948
0.945	34	1.00009
0.15	13	1
0.41	20	0.989104
0.35	28	0.96715
0.375	28	0.656635
0.785	332	1.01714
0.4	33	0.997495
0.265	15	0.999516
0.48	19	0.855942
1.655	2	1.02534
0.59	23	0.999485
0.305	60	0.998847
0.41	46	0.819876
0.31	82	0.953136
0.24	45	1.00362
0.245	2	1.03667
0.21	81	1.01596
0.395	61	0.990727
0.345	189	0.821594
0.32	44	1.00016
0.175	7	0.767422
0.585	253	1.0319
0.2	42	0.999809
0.44	11	0.535219
0.375	36	0.998154
0.295	56	0.999722
0.45	2	0.767168
0.15	33	0.995364
0.315	65	1.00857
0.215	72	0.999745
0.315	74	0.990418
0.32	12	0.772037
0.2	96	1.00006
0.19	88	1.00061
0.235	45	0.999993
0.27	82	0.768648
0.105	14	1
0.535	65	0.996373
0.37	116	0.584632
0.61	12	0.984604
0.25	37	0.999933
0.735	39	0.998116
1.185	12	1.01846
0.865	37	0.853382
1.045	55	0.990676
0.32	155	0.983905
0.35	11	0.634071
0.17	9	0.999584
0.25	145	0.999389
0.75	51	0.939621
0.295	106	0.999646
0.28	11	0.780708
0.385	145	0.906886
0.76	28	1.00098
0.39	139	1.02787
0.46	9	1.03065
0.695	29	0.99999
0.56	21	0.997351
0.835	23	0.99759
0.17	15	0.999947
0.415	19	0.520583
1.315	6	0.171439
0.41	13	0.987172
0.655	58	0.99315
0.255	170	0.999986
0.635	49	0.999984
0.295	242	1.00742
0.11	76	0.999981
1.13	7	0.994275
0.225	144	0.999919
0.265	106	1.61545
0.315	21	0.998865
0.415	56	0.973224
0.325	11	1.00068
0.43	5	1.74705
0.58	25	0.999996
0.585	28	0.336551
0.425	263	0.999253
0.25	23	0.999839
0.23	192	1.00017
0.23	3	0.999593
1.095	101	1.00741
0.545	105	1.07059
0.805	37	1.04569
0.175	85	0.997746
0.31	27	0.997193
0.33	110	1.00078
0.215	73	0.916737
0.105	101	1
0.12	58	1
0.16	105	0.991355
0.42	18	1.35842
0.285	82	0.989006
0.415	73	0.929913
0.295	149	1.00048
0.23	3	1.00453
0.165	110	0.999704
0.3	8	0.998645
0.55	27	0.346026
0.575	37	0.596781
0.175	26	0.996905
0.135	43	0.999876
0.47	18	0.902625
0.19	91	0.99986
0.38	29	0.659344
0.34	10	0.97106
0.39	31	1.09473
0.195	107	0.988987
0.555	76	0.999952
0.235	13	0.999947
0.445	65	0.97269
0.12	34	0.999996
0.93	136	0.97702
0.57	11	0.995082
0.315	353	0.988273
0.32	26	0.677288
0.64	3	1.00191
0.31	41	0.970487
0.16	5	1.00073
0.425	94	0.99983
0.63	42	1.07005
0.655	111	0.999011
0.175	30	0.99678
0.225	14	0.99715
0.19	15	0.99879
0.425	136	1.00268
0.28	154	0.997447
0.325	65	0.949142
0.705	95	0.221569
0.34	12	0.964754
1.485	81	0.99983
0.19	1	1.00288
0.245	140	0.999949
0.475	6	0.964258
0.835	19	0.988882
1.04	82	1.14651
0.195	97	0.999669
0.22	32	0.784916
0.095	5	1
0.295	60	1.03217
0.62	32	1.39408
0.35	61	0.994205
0.94	10	0.975424
0.575	24	0.99998
0.39	19	0.981993
0.255	15	0.968589
0.38	104	1.00308
0.335	53	1.43885
0.62	7	0.960406
0.24	382	1.00005
0.53	5	1.55971
0.195	141	0.999964
0.11	110	0.999998
0.48	116	0.953827
0.175	40	1.00099
1.235	8	1.00316
0.97	76	1.01088
0.17	58	0.99983
0.295	41	0.990404
0.265	165	0.999951
0.225	20	0.999971
0.25	18	1.00257
0.185	13	1.00473
1.395	43	1.02739
0.24	19	1
0.39	136	2.30887
0.25	57	0.991411
0.485	27	0.681175
0.325	55	0.952261
1.005	44	0.221833
0.44	39	1.47613
0.39	10	1.0015
0.335	94	0.551103
