1.36	23	0.986874
0.35	31	1.00284
0.22	18	0.994525
0.215	10	0.996324
0.8	18	1.00132
0.335	20	0.936458
0.275	72	0.999989
0.53	16	0.999331
0.395	18	1.42901
0.23	112	1.00035
0.735	13	1.34343
0.67	47	0.999978
0.325	15	1.00317
0.445	20	0.463002
0.245	60	0.999966
0.63	26	0.744856
0.31	56	0.999791
0.59	47	0.999869
0.5	104	1.02026
1.235	127	1.23405
0.165	9	0.998651
0.44	28	0.976523
0.4	14	0.997757
0.84	38	0.982399
0.42	69	1.01379
0.44	34	0.999655
0.165	20	0.998327
0.27	8	1.00024
0.195	36	1.00109
0.245	22	1.16574
0.49	45	0.999728
0.18	156	1.00058
0.775	40	0.999985
0.22	29	0.999343
0.26	95	0.781041
0.255	80	1.00128
0.22	56	0.984801
0.315	67	0.999999
0.705	41	0.362171
0.185	13	0.999759
0.765	14	0.777057
0.285	88	0.979453
0.51	319	1.00038
0.485	89	0.924984
0.515	16	0.994593
0.37	38	0.999927
0.5	10	0.998429
0.295	32	1.00734
0.19	80	0.999202
0.225	1	0.999994
0.31	52	0.946114
0.3	158	0.749155
0.205	73	1.00397
0.265	77	1.00328
0.15	29	1
0.855	19	1.78729
0.665	105	0.98986
0.275	8	0.999998
0.305	36	0.841735
0.175	165	0.998418
0.56	45	0.683119
0.89	5	1.31373
0.355	52	1.00931
0.13	84	0.999931
0.165	63	0.999937
0.295	79	0.999573
0.14	21	0.999642
0.305	12	1.00021
0.305	54	1.02328
0.5	20	0.984804
0.27	64	0.914978
0.34	10	1
0.57	45	1.00803
0.435	62	0.89579
0.54	63	0.99638
0.325	9	0.951841
0.3	9	0.99187
1.06	40	0.139753
0.29	8	0.902034
0.775	20	1.04061
0.33	45	0.547438
0.37	5	0.883719
0.13	25	0.999981
0.395	5	0.960089
0.255	93	0.997767
0.16	12	0.999738
0.21	2	0.999976
0.24	10	0.999954
0.57	130	0.998513
0.245	70	1
0.525	37	0.835435
0.54	7	1
0.205	165	0.999983
0.655	7	0.999148
0.305	5	1.2395
0.395	53	1.0008
0.35	93	1.0032
0.235	9	0.965446
0.31	8	1.00016
0.28	33	0.999066
0.8	111	1.23191
0.32	43	0.497547
0.315	4	0.913014
0.16	184	0.998127
0.195	29	0.998931
0.31	19	1.02981
0.215	175	0.994568
0.12	30	0.999979
0.345	28	1.24009
0.385	82	1.03072
0.405	176	1.01066
0.15	22	1.00001
0.245	49	0.973605
0.29	12	1.05662
0.195	31	1.03616
0.135	30	0.999999
0.26	15	0.998973
0.16	16	0.997846
0.165	28	0.999998
0.18	82	1.00177
0.59	70	1.04473
0.305	36	0.996022
0.35	53	0.997934
0.51	82	0.999512
0.525	46	0.917499
0.145	108	0.999985
0.44	69	0.990072
0.07	6	0.999985
1.96	13	1.00026
0.465	53	0.667525
1.135	3	0.993087
0.41	66	1.43441
0.275	4	0.999677
0.135	143	0.999793
0.365	28	0.721766
0.34	12	0.991326
0.285	6	1
0.095	104	1
0.435	70	0.99996
0.2	22	0.999999
0.605	39	1.28808
0.255	175	0.994577
0.285	129	0.727291
0.425	6	0.722433
0.16	94	0.999643
0.3	99	0.999509
