0.365	1	1.00399
0.27	17	1.0005
0.225	130	1.00326
0.185	69	0.999985
0.225	122	1
0.56	179	0.815806
0.85	75	0.996554
1.12	24	0.999997
0.285	3	0.996506
0.17	10	0.999939
0.17	59	0.999998
0.215	88	1
0.145	48	1
0.22	6	0.999965
0.365	16	0.999945
0.295	46	0.998282
0.22	12	0.999343
0.35	92	1.30701
0.25	64	1.28363
0.295	14	0.996318
0.6	95	1
0.2	38	0.999406
0.225	37	0.999962
0.295	27	0.989031
0.305	60	0.999752
0.33	23	0.505487
0.265	150	0.999996
0.31	45	1
0.21	4	1.27353
0.165	37	1.00932
0.29	133	0.975913
0.375	22	1.25124
0.2	370	1.00214
0.115	5	0.999678
0.285	181	0.999984
0.25	2	0.997857
0.29	38	0.939413
0.3	41	0.999939
0.405	18	0.998111
0.255	196	1.00048
0.185	71	1.00591
0.205	45	0.99781
0.295	82	1.00087
0.19	20	0.993533
0.245	84	0.904072
0.4	37	1.00111
0.305	90	0.999965
0.39	40	0.995243
0.465	82	0.444376
0.835	45	0.933531
0.22	8	0.999939
0.165	5	1.17963
0.37	9	1.38744
0.135	128	0.999931
0.295	53	0.973611
0.38	14	0.650524
0.185	64	0.989854
0.465	29	1.0025
0.635	11	1.00449
0.3	1	1.40219
0.375	10	1.00008
0.26	21	1.00095
0.19	127	1.00188
0.215	95	1.02022
0.33	50	0.998383
0.405	34	1.00056
0.245	78	0.999218
0.16	43	0.999993
0.37	20	1.0256
0.58	62	0.985488
0.415	3	0.756739
0.46	1	0.997284
0.655	49	0.999994
0.185	89	0.999885
0.27	190	0.994796
0.395	10	0.967433
0.47	11	0.85209
0.24	284	0.993414
0.44	177	0.569555
0.22	113	1
0.115	9	0.999986
0.425	24	1.1951
0.18	43	0.99818
0.395	84	1.00022
0.37	31	0.998386
0.38	58	0.940348
0.25	26	0.725911
0.55	46	1.31756
0.58	45	0.995909
0.655	4	1.03558
0.3	14	0.95051
0.125	162	0.999994
1.17	1	0.990707
0.51	32	0.999809
0.46	175	0.999993
0.38	46	0.997726
0.48	34	0.616361
0.21	25	1.00014
0.605	121	1.73491
0.185	41	0.998066
0.135	84	0.998579
0.7	12	1.00265
0.61	78	0.999999
0.25	7	0.994233
0.2	20	0.892129
0.365	25	1.59091
0.24	33	0.999821
0.22	9	0.999412
1.175	18	0.999972
0.43	54	1.00246
0.15	99	1.00021
0.405	58	0.99993
0.245	13	0.987799
0.59	14	0.94006
0.165	15	0.987207
0.295	81	0.994322
0.94	44	0.906684
0.705	53	0.997056
0.485	18	1
0.445	18	0.996814
0.2	26	0.990566
0.99	39	1.00378
0.155	14	1
