0.17	52	0.999481
0.32	265	1.00957
0.61	29	0.999983
0.395	43	0.995236
0.285	37	1.21938
0.255	51	0.991029
0.31	36	0.975661
0.515	86	1.15921
0.175	97	0.997621
0.31	78	0.999389
0.53	76	1.00606
0.37	11	0.978913
0.525	72	0.999572
0.49	122	0.999997
0.18	9	1
0.14	17	0.999988
0.14	13	0.999571
0.385	24	0.9868
0.365	11	1.00017
0.28	8	0.999796
0.23	146	0.998802
0.65	48	0.891031
0.21	4	0.999469
0.27	50	0.939077
0.17	5	0.999055
0.595	5	0.875163
0.39	5	0.986884
0.385	129	0.932488
0.18	36	0.999953
0.34	70	1.01015
0.64	99	0.927234
0.59	65	0.998062
0.45	16	0.996004
0.485	6	1.0005
0.53	126	0.997144
0.36	6	1.0082
0.935	131	0.194051
0.23	32	1.00432
0.46	167	0.997561
0.275	28	0.63857
0.545	151	0.998467
0.305	6	0.997527
0.245	13	0.971277
0.13	37	1.00018
0.13	59	0.999998
0.475	100	0.999594
0.285	17	0.999151
0.425	15	1.00235
0.855	5	1.25893
0.27	259	0.998949
0.175	71	0.999925
0.215	58	0.999211
0.765	1	1.93361
1.01	26	1.79943
0.17	51	0.999995
0.47	16	0.976731
0.205	95	1.00077
0.405	187	1.01063
0.255	184	1.00797
0.185	104	0.998935
0.97	102	0.455188
1.045	30	0.99998
0.32	18	0.999999
0.315	172	0.996094
0.41	4	0.995061
0.46	67	0.999802
0.365	10	0.81889
0.44	51	1.00537
0.655	3	0.836034
0.165	36	0.99955
0.685	111	0.919856
0.225	26	0.999984
0.43	59	0.399256
0.435	22	1.14731
0.775	48	1.01628
0.695	80	0.893923
0.405	49	0.984524
0.84	10	0.999998
0.3	4	0.996588
0.32	250	0.995225
0.405	64	1.00101
0.33	7	1.02719
0.58	31	1.0087
0.385	71	0.999957
0.295	16	0.977333
0.62	11	1
0.355	81	0.982467
0.33	59	1.02102
0.285	67	0.999904
0.225	307	0.985168
0.375	41	0.994796
0.96	74	0.999924
0.345	6	0.939556
0.17	142	0.999987
0.28	12	1.00303
0.365	21	0.999901
0.195	53	0.998406
0.625	1	0.99126
0.18	9	0.999884
0.305	17	0.999992
0.225	5	1.00004
0.205	7	0.995155
0.37	155	0.999406
0.135	37	1.00338
0.445	69	1.09689
0.275	349	0.801919
0.28	12	1.0577
0.17	47	1.00109
0.195	93	0.9983
0.215	38	1.08953
0.525	16	0.972795
0.26	6	0.999709
0.275	10	0.967284
0.27	45	1.00056
0.285	60	1.27392
0.365	140	0.990971
0.405	20	0.999766
0.22	61	0.982089
0.305	71	0.974504
0.265	17	0.99984
0.575	13	0.999904
0.39	14	0.555787
0.2	74	0.989763
0.365	185	0.908162
0.45	118	0.865548
0.21	35	0.999988
0.555	22	1.00833
0.205	47	0.995718
0.19	10	0.999847
0.365	15	0.977686
0.43	35	1.15304
0.205	108	0.999501
0.47	91	0.428055
0.9	115	0.999431
0.38	23	0.891007
0.73	37	0.961874
0.26	3	0.999658
0.38	52	1.04695
0.26	35	0.999978
0.19	201	0.999997
0.315	90	0.50697
0.205	5	0.973176
0.545	4	0.999807
0.995	129	0.413315
0.365	29	1.01422
0.205	25	0.999244
0.485	17	1.03275
0.165	7	0.990274
0.77	23	0.890425
0.24	146	1.30939
0.675	82	1.50836
0.14	2	1
0.3	35	0.924093
0.395	76	1.00444
0.1	26	0.999999
0.125	30	0.999999
0.315	26	0.990328
0.175	78	0.99938
0.435	2	1.00272
0.465	146	0.889047
0.395	10	1.00255
0.53	10	1.39837
0.645	94	0.999176
0.38	44	1.04232
0.62	61	1.01507
0.195	16	0.999787
0.42	33	0.845742
0.29	51	1.00005
0.155	22	0.999783
0.34	40	1.14046
0.14	102	0.999995
0.385	82	0.945633
0.175	178	0.999892
0.15	91	0.999997
0.385	40	0.999962
0.925	120	0.539165
0.54	49	0.65219
0.605	37	0.999405
0.275	77	0.96822
0.41	127	1.05613
0.14	108	0.999998
0.25	30	0.982629
0.205	284	0.999986
0.24	79	0.9997
0.445	33	1.97958
0.45	7	0.803648
0.68	4	1.0012
0.205	72	1.00143
0.27	74	1.00605
0.175	144	0.999904
0.26	23	0.999402
0.4	31	0.999999
0.68	12	0.162219
0.48	56	0.999347
0.405	66	1.02059
0.265	66	0.999907
0.285	14	0.999632
0.285	30	1
0.45	9	1.01281
0.335	11	0.960634
0.555	79	1.1514
0.78	35	1
0.315	8	0.653609
0.215	34	0.99994
0.69	4	0.434167
0.3	2	0.999664
0.485	25	1.11561
0.885	65	1.11124
